#,Předmět,Přiřazeno,Stav,Priorita
6604,FO 329/2017_Dobrovolnická kampaň - plavba lodi,"",Nový,Normální
6493,FO 329/2017_Dobrovolnická kampaň - plavba lodi,Barbora Hradečná,Čeká se - oni,Normální
