#,Předmět,Přiřazeno,Stav,Priorita
6379,FO 272/2017,"",Nový,Normální
6376,FO 272/2017,Tobias Esner,Odmítnutý,Normální
6375,FO 272/2017,Tobias Esner,Odmítnutý,Normální
6373,FO 272/2017,"",Odmítnutý,Normální
6345,FO 272/2017,Tobias Esner,Dokončen,Normální
