#,Předmět,Přiřazeno,Stav,Priorita
6224,FO 234/2017,Tobias Esner,Dokončen,Normální
5841,FO 848/2016 - Storno FO 234/2017 nahrazení,Tobias Esner,Dokončen,Normální
