#,Předmět,Přiřazeno,Stav,Priorita
5274,stížnost - FO 12/2017 chybejici usneseni o vyslani na sluzebni cestu,"",Nový,Vysoká
5133,Žádost o proplacení FO 12/2017,Martin Hrádela,Dokončen,Normální
