#,Předmět,Přiřazeno,Stav,Priorita
5273,stížnost - #5058 FO 11/2017 chybejici usneseni o vyslani na sluzebni cestu,"",Nový,Vysoká
5068,Proplacení FO 11/2017,Martin Hrádela,Dokončen,Normální
